ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-0.976,-9.213,0.948,15,0,39.25,,,,NaN,,,,0 / 0,161209,2018-11-09 17:08:40:193
-0.699,-9.117,-0.028,13,0,39.25,,,,NaN,,,,0 / 0,161309,2018-11-09 17:08:40:293
-0.928,-9.625,0.047,16,0,39.25,,,,NaN,,,,0 / 0,161409,2018-11-09 17:08:40:393
-2.279,-10.046,0.43,6,0,38.78,,,,NaN,,,,0 / 0,161509,2018-11-09 17:08:40:493
-0.861,-9.634,-0.632,13,0,38.78,,,,NaN,,,,0 / 0,161609,2018-11-09 17:08:40:593
-1.494,-9.807,0.191,0,0,38.78,,,,NaN,,,,0 / 0,161709,2018-11-09 17:08:40:693
-1.426,-9.5,-0.402,16,0,38.71,,,,NaN,,,,0 / 0,161809,2018-11-09 17:08:40:793
-0.976,-9.49,-0.612,12,0,38.71,,,,NaN,,,,0 / 0,161909,2018-11-09 17:08:40:893
-0.459,-9.921,-0.22,14,0,38.71,,,,NaN,,,,0 / 0,162009,2018-11-09 17:08:40:993
0.114,-9.854,-0.804,9,0,33.86,,,,NaN,,,,0 / 0,162109,2018-11-09 17:08:41:093
0.134,-10.19,-0.325,13,0,33.86,,,,NaN,,,,0 / 0,162209,2018-11-09 17:08:41:193
-1.465,-9.567,-0.45,15,0,33.86,,,,NaN,,,,0 / 0,162309,2018-11-09 17:08:41:293
-0.191,-9.826,-0.622,23,0,31.82,,,,NaN,,,,0 / 0,162409,2018-11-09 17:08:41:393
-0.095,-10.19,-0.344,12,0,31.82,,,,NaN,,,,0 / 0,162509,2018-11-09 17:08:41:493
-0.411,-9.941,0.296,2,0,31.82,,,,NaN,,,,0 / 0,162609,2018-11-09 17:08:41:593
-1.426,-9.423,0.44,10,0,40.75,,,,NaN,,,,0 / 0,162709,2018-11-09 17:08:41:693
-2.174,-9.864,0.134,5,0,40.75,,,,NaN,,,,0 / 0,162809,2018-11-09 17:08:41:793
-4.453,-10.276,1.091,22,0,40.75,,,,NaN,,,,0 / 0,162909,2018-11-09 17:08:41:893
-0.229,-8.427,1.637,5,0,35.45,,,,NaN,,,,0 / 0,163009,2018-11-09 17:08:41:993
-1.235,-9.146,2.135,13,0,35.45,,,,NaN,,,,0 / 0,163109,2018-11-09 17:08:42:093
-2.786,-10.697,2.614,14,0,35.45,,,,NaN,,,,0 / 0,163209,2018-11-09 17:08:42:193
-2.126,-9.596,1.024,8,0,47.39,,,,NaN,,,,0 / 0,163309,2018-11-09 17:08:42:293
-2.154,-9.241,-0.277,5,0,47.39,,,,NaN,,,,0 / 0,163409,2018-11-09 17:08:42:393
-2.212,-9.941,0.699,4,0,47.39,,,,NaN,,,,0 / 0,163509,2018-11-09 17:08:42:493
-1.857,-9.807,0.21,16,0,44.98,,,,NaN,,,,0 / 0,163609,2018-11-09 17:08:42:593
-1.005,-9.366,-0.019,21,0,44.98,,,,NaN,,,,0 / 0,163709,2018-11-09 17:08:42:693
-1.465,-9.49,-0.114,15,0,44.98,,,,NaN,,,,0 / 0,163809,2018-11-09 17:08:42:793
-0.794,-9.404,-0.249,0,0,48.45,,,,NaN,,,,0 / 0,163909,2018-11-09 17:08:42:893
-1.149,-9.443,0.057,19,0,48.45,,,,NaN,,,,0 / 0,164009,2018-11-09 17:08:42:993
-0.785,-9.5,0.21,22,0,48.45,,,,NaN,,,,0 / 0,164109,2018-11-09 17:08:43:093
-2.02,-9.711,-0.162,30,0,43.3,,,,NaN,,,,0 / 0,164209,2018-11-09 17:08:43:193
-2.403,-9.548,-0.22,21,0,43.3,,,,NaN,,,,0 / 0,164309,2018-11-09 17:08:43:293
-1.781,-9.787,-0.306,17,0,43.3,,,,NaN,,,,0 / 0,164409,2018-11-09 17:08:43:393
-0.708,-9.423,-0.067,13,0,43.3,,,,NaN,,,,0 / 0,164509,2018-11-09 17:08:43:493
-1.177,-9.548,0.143,18,0,44.98,,,,NaN,,,,0 / 0,164609,2018-11-09 17:08:43:593
-1.484,-9.605,-0.306,7,0,44.98,,,,NaN,,,,0 / 0,164709,2018-11-09 17:08:43:693
-1.254,-9.605,-0.517,28,0,44.98,,,,NaN,,,,0 / 0,164809,2018-11-09 17:08:43:793
-1.934,-9.768,0,5,0,37.03,,,,NaN,,,,0 / 0,164909,2018-11-09 17:08:43:893
-1.513,-9.615,-0.565,12,0,37.03,,,,NaN,,,,0 / 0,165009,2018-11-09 17:08:43:993
-1.388,-9.672,-0.239,9,0,37.03,,,,NaN,,,,0 / 0,165109,2018-11-09 17:08:44:093
-1.35,-9.557,-0.373,13,0,46.41,,,,NaN,,,,0 / 0,165209,2018-11-09 17:08:44:193
-1.398,-9.653,0.038,2,0,46.41,,,,NaN,,,,0 / 0,165309,2018-11-09 17:08:44:293
-1.177,-9.644,-0.258,2,0,46.41,,,,NaN,,,,0 / 0,165409,2018-11-09 17:08:44:393
-1.359,-9.567,-0.45,4,0,40.6,,,,NaN,,,,0 / 0,165509,2018-11-09 17:08:44:493
-1.58,-9.634,-0.258,11,0,40.6,,,,NaN,,,,0 / 0,165609,2018-11-09 17:08:44:593
-1.436,-9.672,-0.239,5,0,40.6,,,,NaN,,,,0 / 0,165709,2018-11-09 17:08:44:693
-1.379,-9.625,-0.229,0,0,37.25,,,,NaN,,,,0 / 0,165809,2018-11-09 17:08:44:793
-1.091,-9.5,-0.306,10,0,37.25,,,,NaN,,,,0 / 0,165909,2018-11-09 17:08:44:893
-1.053,-9.557,-0.191,13,0,37.25,,,,NaN,,,,0 / 0,166009,2018-11-09 17:08:44:993
-1.187,-9.5,0,16,0,37.23,,,,NaN,,,,0 / 0,166109,2018-11-09 17:08:45:093
-1.312,-9.596,0,3,0,37.23,,,,NaN,,,,0 / 0,166209,2018-11-09 17:08:45:193
-1.043,-9.567,-0.498,14,0,37.23,,,,NaN,,,,0 / 0,166309,2018-11-09 17:08:45:293
-1.292,-9.663,0.124,23,0,37.79,,,,NaN,,,,0 / 0,166409,2018-11-09 17:08:45:393
-1.034,-9.577,-0.191,17,0,37.79,,,,NaN,,,,0 / 0,166509,2018-11-09 17:08:45:493
-1.053,-9.548,-0.009,10,0,37.79,,,,NaN,,,,0 / 0,166609,2018-11-09 17:08:45:593
-1.388,-9.711,-0.047,6,0,43.82,,,,NaN,,,,0 / 0,166709,2018-11-09 17:08:45:693
-1.063,-9.395,-0.268,15,0,43.82,,,,NaN,,,,0 / 0,166809,2018-11-09 17:08:45:793
-0.335,-9.672,-0.086,0,0,43.82,,,,NaN,,,,0 / 0,166909,2018-11-09 17:08:45:893
-1.455,-9.701,-0.249,22,0,45.37,,,,NaN,,,,0 / 0,167009,2018-11-09 17:08:45:993
-1.091,-9.625,-0.986,15,0,45.37,,,,NaN,,,,0 / 0,167109,2018-11-09 17:08:46:093
-1.426,-9.759,-0.383,12,0,45.37,,,,NaN,,,,0 / 0,167209,2018-11-09 17:08:46:193
-1.168,-9.586,-0.22,7,0,39.8,,,,NaN,,,,0 / 0,167309,2018-11-09 17:08:46:293
-1.245,-9.634,-0.306,0,0,39.8,,,,NaN,,,,0 / 0,167409,2018-11-09 17:08:46:393
-1.101,-9.481,-0.66,7,0,39.8,,,,NaN,,,,0 / 0,167509,2018-11-09 17:08:46:493
-2.384,-9.586,-0.095,19,0,34.11,,,,NaN,,,,0 / 0,167609,2018-11-09 17:08:46:593
-0.019,-10.113,-0.718,22,0,34.11,,,,NaN,,,,0 / 0,167709,2018-11-09 17:08:46:693
-1.321,-9.663,-0.44,12,0,34.11,,,,NaN,,,,0 / 0,167809,2018-11-09 17:08:46:793
-1.58,-9.605,-0.459,21,0,37.76,,,,NaN,,,,0 / 0,167909,2018-11-09 17:08:46:893
-1.331,-9.625,-0.306,22,0,37.76,,,,NaN,,,,0 / 0,168009,2018-11-09 17:08:46:993
-0.881,-9.557,-0.565,16,0,37.76,,,,NaN,,,,0 / 0,168109,2018-11-09 17:08:47:093
-1.331,-9.615,-0.574,12,0,40.12,,,,NaN,,,,0 / 0,168209,2018-11-09 17:08:47:193
-1.063,-9.586,-0.555,27,0,40.12,,,,NaN,,,,0 / 0,168309,2018-11-09 17:08:47:293
-1.158,-9.557,-0.478,2,0,40.12,,,,NaN,,,,0 / 0,168409,2018-11-09 17:08:47:393
-1.053,-9.567,-0.478,3,0,40.12,,,,NaN,,,,0 / 0,168509,2018-11-09 17:08:47:493
-1.177,-9.538,-0.584,8,0,42.69,,,,NaN,,,,0 / 0,168609,2018-11-09 17:08:47:593
-1.12,-9.663,-0.526,4,0,42.69,,,,NaN,,,,0 / 0,168709,2018-11-09 17:08:47:693
-1.13,-9.596,-0.392,16,0,42.69,,,,NaN,,,,0 / 0,168809,2018-11-09 17:08:47:793
-1.446,-9.634,-0.373,20,0,39.83,,,,NaN,,,,0 / 0,168909,2018-11-09 17:08:47:893
-1.11,-9.625,-0.229,0,0,39.83,,,,NaN,,,,0 / 0,169009,2018-11-09 17:08:47:993
-1.015,-9.634,-0.143,11,0,39.83,,,,NaN,,,,0 / 0,169109,2018-11-09 17:08:48:093
-0.268,-9.51,-0.43,0,0,37.56,,,,NaN,,,,0 / 0,169209,2018-11-09 17:08:48:193
-1.503,-9.845,-0.172,4,0,37.56,,,,NaN,,,,0 / 0,169309,2018-11-09 17:08:48:293
-0.794,-9.605,-0.996,2,0,37.56,,,,NaN,,,,0 / 0,169409,2018-11-09 17:08:48:393
-0.727,-9.663,-0.44,17,0,46.67,,,,NaN,,,,0 / 0,169509,2018-11-09 17:08:48:493
-0.976,-9.557,-0.517,27,0,46.67,,,,NaN,,,,0 / 0,169609,2018-11-09 17:08:48:593
-2.212,-10.324,0.478,3,0,46.67,,,,NaN,,,,0 / 0,169709,2018-11-09 17:08:48:693
-2.739,-9.941,0.277,9,0,47.52,,,,NaN,,,,0 / 0,169810,2018-11-09 17:08:48:794
-1.513,-9.615,-0.411,25,0,47.52,,,,NaN,,,,0 / 0,169909,2018-11-09 17:08:48:893
-1.426,-9.51,-0.67,24,0,47.52,,,,NaN,,,,0 / 0,170009,2018-11-09 17:08:48:993
-1.015,-9.538,-0.124,25,0,48.4,,,,NaN,,,,0 / 0,170108,2018-11-09 17:08:49:092
-1.139,-9.567,-0.306,11,0,48.4,,,,NaN,,,,0 / 0,170208,2018-11-09 17:08:49:192
-1.168,-9.557,-0.277,12,0,48.4,,,,NaN,,,,0 / 0,170308,2018-11-09 17:08:49:292
-1.158,-9.567,-0.153,16,0,47.35,,,,NaN,,,,0 / 0,170408,2018-11-09 17:08:49:392
-1.197,-9.557,-0.373,11,0,47.35,,,,NaN,,,,0 / 0,170508,2018-11-09 17:08:49:492
-1.187,-9.605,-0.354,12,0,47.35,,,,NaN,,,,0 / 0,170608,2018-11-09 17:08:49:592
-1.398,-9.653,-0.229,14,0,42.4,,,,NaN,,,,0 / 0,170708,2018-11-09 17:08:49:692
-1.225,-9.596,-0.268,0,0,42.4,,,,NaN,,,,0 / 0,170808,2018-11-09 17:08:49:792
-1.302,-9.567,-0.363,10,0,42.4,,,,NaN,,,,0 / 0,170909,2018-11-09 17:08:49:893
-1.283,-9.605,-0.277,0,0,38.16,,,,NaN,,,,0 / 0,171009,2018-11-09 17:08:49:993
-1.273,-9.634,-0.344,5,0,38.16,,,,NaN,,,,0 / 0,171109,2018-11-09 17:08:50:093
-1.225,-9.586,-0.325,11,0,38.16,,,,NaN,,,,0 / 0,171209,2018-11-09 17:08:50:193
-1.312,-9.51,-0.421,12,0,40.1,,,,NaN,,,,0 / 0,171309,2018-11-09 17:08:50:293
-1.082,-9.644,-0.162,11,0,40.1,,,,NaN,,,,0 / 0,171409,2018-11-09 17:08:50:393
-1.58,-9.586,-0.392,18,0,40.1,,,,NaN,,,,0 / 0,171509,2018-11-09 17:08:50:493
-1.733,-9.682,-0.43,13,0,39.23,,,,NaN,,,,0 / 0,171609,2018-11-09 17:08:50:593
-1.503,-9.481,-0.555,12,0,39.23,,,,NaN,,,,0 / 0,171709,2018-11-09 17:08:50:693
-0.526,-9.797,0.047,16,0,39.23,,,,NaN,,,,0 / 0,171809,2018-11-09 17:08:50:793
-0.737,-9.634,0.057,9,0,38.12,,,,NaN,,,,0 / 0,171909,2018-11-09 17:08:50:893
-1.206,-9.682,0.191,13,0,38.12,,,,NaN,,,,0 / 0,172009,2018-11-09 17:08:50:993
-1.541,-9.701,0.095,6,0,38.12,,,,NaN,,,,0 / 0,172109,2018-11-09 17:08:51:093
-1.886,-9.644,-0.095,11,0,53.49,,,,NaN,,,,0 / 0,172209,2018-11-09 17:08:51:193
-1.398,-9.634,-0.028,3,0,53.49,,,,NaN,,,,0 / 0,172309,2018-11-09 17:08:51:293
-1.446,-9.653,-0.114,11,0,53.49,,,,NaN,,,,0 / 0,172410,2018-11-09 17:08:51:394
-1.216,-9.529,-0.143,29,0,43.15,,,,NaN,,,,0 / 0,172509,2018-11-09 17:08:51:493
-1.216,-9.548,-0.057,7,0,43.15,,,,NaN,,,,0 / 0,172609,2018-11-09 17:08:51:593
-1.35,-9.653,0.009,10,0,43.15,,,,NaN,,,,0 / 0,172709,2018-11-09 17:08:51:693
-1.235,-9.548,-0.095,18,0,46.19,,,,NaN,,,,0 / 0,172809,2018-11-09 17:08:51:793
-1.465,-9.672,-0.038,0,0,46.19,,,,NaN,,,,0 / 0,172909,2018-11-09 17:08:51:893
-1.273,-9.596,-0.076,11,0,46.19,,,,NaN,,,,0 / 0,173009,2018-11-09 17:08:51:993
-1.216,-9.538,-0.114,10,0,32.87,,,,NaN,,,,0 / 0,173109,2018-11-09 17:08:52:093
-1.302,-9.615,0.009,2,0,32.87,,,,NaN,,,,0 / 0,173209,2018-11-09 17:08:52:193
-1.254,-9.586,-0.095,7,0,32.87,,,,NaN,,,,0 / 0,173309,2018-11-09 17:08:52:293
-1.551,-9.653,-0.019,20,0,29.25,,,,NaN,,,,0 / 0,173409,2018-11-09 17:08:52:393
-1.216,-9.644,-0.172,12,0,29.25,,,,NaN,,,,0 / 0,173509,2018-11-09 17:08:52:493
-1.206,-9.644,-0.124,20,0,29.25,,,,NaN,,,,0 / 0,173609,2018-11-09 17:08:52:593
-1.149,-9.653,0,19,0,32.17,,,,NaN,,,,0 / 0,173709,2018-11-09 17:08:52:693
-1.216,-9.605,-0.086,12,0,32.17,,,,NaN,,,,0 / 0,173809,2018-11-09 17:08:52:793
-1.407,-9.538,-0.086,4,0,32.17,,,,NaN,,,,0 / 0,173909,2018-11-09 17:08:52:893
-1.494,-9.548,-0.038,12,0,47.28,,,,NaN,,,,0 / 0,174009,2018-11-09 17:08:52:993
-1.225,-9.625,-0.076,0,0,47.28,,,,NaN,,,,0 / 0,174109,2018-11-09 17:08:53:093
-1.532,-9.634,-0.181,3,0,47.28,,,,NaN,,,,0 / 0,174209,2018-11-09 17:08:53:193
-1.417,-9.519,-0.153,17,0,42.72,,,,NaN,,,,0 / 0,174309,2018-11-09 17:08:53:293
-1.963,-9.519,-0.153,14,0,42.72,,,,NaN,,,,0 / 0,174409,2018-11-09 17:08:53:393
-1.561,-9.759,-0.249,6,0,42.72,,,,NaN,,,,0 / 0,174509,2018-11-09 17:08:53:493
-1.436,-9.749,-0.143,0,0,39.66,,,,NaN,,,,0 / 0,174609,2018-11-09 17:08:53:593
-1.264,-9.739,-0.249,13,0,39.66,,,,NaN,,,,0 / 0,174709,2018-11-09 17:08:53:693
-1.407,-9.605,-0.153,2,0,39.66,,,,NaN,,,,0 / 0,174809,2018-11-09 17:08:53:793
-1.379,-9.653,-0.162,11,0,36.77,,,,NaN,,,,0 / 0,174909,2018-11-09 17:08:53:893
-1.503,-9.672,-0.114,19,0,36.77,,,,NaN,,,,0 / 0,175010,2018-11-09 17:08:53:994
-1.465,-9.749,0.019,11,0,36.77,,,,NaN,,,,0 / 0,175109,2018-11-09 17:08:54:093
-1.34,-9.711,-0.009,16,0,31.49,,,,NaN,,,,0 / 0,175209,2018-11-09 17:08:54:193
-1.312,-9.653,-0.124,0,0,31.49,,,,NaN,,,,0 / 0,175309,2018-11-09 17:08:54:293
-1.321,-9.586,0.019,0,0,31.49,,,,NaN,,,,0 / 0,175409,2018-11-09 17:08:54:393
-1.379,-9.634,-0.028,14,0,27.5,,,,NaN,,,,0 / 0,175509,2018-11-09 17:08:54:493
-1.321,-9.682,-0.057,17,0,27.5,,,,NaN,,,,0 / 0,175609,2018-11-09 17:08:54:593
-1.369,-9.663,-0.019,21,0,27.5,,,,NaN,,,,0 / 0,175709,2018-11-09 17:08:54:693
-1.379,-9.663,-0.086,20,0,27.5,,,,NaN,,,,0 / 0,175809,2018-11-09 17:08:54:793
-1.465,-9.682,0.038,16,0,25.81,,,,NaN,,,,0 / 0,175909,2018-11-09 17:08:54:893
-1.455,-9.596,-0.124,13,0,25.81,,,,NaN,,,,0 / 0,176009,2018-11-09 17:08:54:993
-1.379,-9.557,-0.124,6,0,25.81,,,,NaN,,,,0 / 0,176109,2018-11-09 17:08:55:093
-1.426,-9.625,-0.229,6,0,35.14,,,,NaN,,,,0 / 0,176209,2018-11-09 17:08:55:193
-1.417,-9.644,-0.134,7,0,35.14,,,,NaN,,,,0 / 0,176309,2018-11-09 17:08:55:293
-1.331,-9.577,-0.22,18,0,35.14,,,,NaN,,,,0 / 0,176410,2018-11-09 17:08:55:394
-1.436,-9.625,-0.191,14,0,39.16,,,,NaN,,,,0 / 0,176509,2018-11-09 17:08:55:493
-1.369,-9.644,-0.191,2,0,39.16,,,,NaN,,,,0 / 0,176609,2018-11-09 17:08:55:593
-1.436,-9.586,-0.191,5,0,39.16,,,,NaN,,,,0 / 0,176709,2018-11-09 17:08:55:693
-1.407,-9.634,-0.134,10,0,30.93,,,,NaN,,,,0 / 0,176809,2018-11-09 17:08:55:793
-1.331,-9.634,-0.114,0,0,30.93,,,,NaN,,,,0 / 0,176909,2018-11-09 17:08:55:893
-1.264,-9.663,-0.201,0,0,30.93,,,,NaN,,,,0 / 0,177009,2018-11-09 17:08:55:993
-1.302,-9.596,-0.21,8,0,27.28,,,,NaN,,,,0 / 0,177109,2018-11-09 17:08:56:093
-0.948,-9.596,-0.153,16,0,27.28,,,,NaN,,,,0 / 0,177209,2018-11-09 17:08:56:193
-1.235,-9.567,-0.363,16,0,27.28,,,,NaN,,,,0 / 0,177309,2018-11-09 17:08:56:293
-1.426,-9.682,-0.296,8,0,25.85,,,,NaN,,,,0 / 0,177409,2018-11-09 17:08:56:393
-1.12,-9.586,-0.181,13,0,25.85,,,,NaN,,,,0 / 0,177509,2018-11-09 17:08:56:493
-1.455,-9.711,-0.268,20,0,25.85,,,,NaN,,,,0 / 0,177609,2018-11-09 17:08:56:593
-1.206,-9.49,-0.43,7,0,44.29,,,,NaN,,,,0 / 0,177709,2018-11-09 17:08:56:693
-1.733,-9.557,-0.095,19,0,44.29,,,,NaN,,,,0 / 0,177809,2018-11-09 17:08:56:793
-1.637,-9.797,-0.469,20,0,44.29,,,,NaN,,,,0 / 0,177909,2018-11-09 17:08:56:893
-1.149,-9.423,-0.545,27,0,43.92,,,,NaN,,,,0 / 0,178009,2018-11-09 17:08:56:993
-1.312,-9.596,-0.22,11,0,43.92,,,,NaN,,,,0 / 0,178109,2018-11-09 17:08:57:093
-1.407,-10.017,-0.057,6,0,43.92,,,,NaN,,,,0 / 0,178209,2018-11-09 17:08:57:193
-1.34,-9.519,-0.172,9,0,34.85,,,,NaN,,,,0 / 0,178309,2018-11-09 17:08:57:293
-0.277,-9.739,0.028,14,0,34.85,,,,NaN,,,,0 / 0,178409,2018-11-09 17:08:57:393
-1.733,-10.008,0.028,12,0,34.85,,,,NaN,,,,0 / 0,178509,2018-11-09 17:08:57:493
-1.407,-9.328,-0.747,14,0,40.48,,,,NaN,,,,0 / 0,178609,2018-11-09 17:08:57:593
0.507,-10.458,-0.689,11,0,40.48,,,,NaN,,,,0 / 0,178709,2018-11-09 17:08:57:693
0.038,-10.142,-0.833,3,0,40.48,,,,NaN,,,,0 / 0,178809,2018-11-09 17:08:57:793
0.641,-10.142,-0.622,9,0,35.67,,,,NaN,,,,0 / 0,178909,2018-11-09 17:08:57:893
0.536,-10.19,-0.21,1,0,35.67,,,,NaN,,,,0 / 0,179009,2018-11-09 17:08:57:993
-1.321,-9.711,0.086,8,0,35.67,,,,NaN,,,,0 / 0,179109,2018-11-09 17:08:58:093
1.082,-10.822,-0.363,15,0,48.8,,,,NaN,,,,0 / 0,179210,2018-11-09 17:08:58:194
-0.277,-9.96,-0.603,15,0,48.8,,,,NaN,,,,0 / 0,179309,2018-11-09 17:08:58:293
-1.561,-10.477,0.316,15,0,48.8,,,,NaN,,,,0 / 0,179409,2018-11-09 17:08:58:393
-2.154,-9.845,2.068,15,0,43.36,,,,NaN,,,,0 / 0,179509,2018-11-09 17:08:58:493
-3.888,-10.046,-2.739,29,0,43.36,,,,NaN,,,,0 / 0,179610,2018-11-09 17:08:58:594
-1.139,-8.791,0.191,15,0,43.36,,,,NaN,,,,0 / 0,179709,2018-11-09 17:08:58:693
-2.241,-9.031,1.398,12,0,40.98,,,,NaN,,,,0 / 0,179810,2018-11-09 17:08:58:794
-2.997,-9.088,-0.296,13,0,40.98,,,,NaN,,,,0 / 0,179909,2018-11-09 17:08:58:893
-0.095,-11.071,1.359,17,0,40.98,,,,NaN,,,,0 / 0,180009,2018-11-09 17:08:58:993
-2.298,-10.515,-0.249,1,0,39.8,,,,NaN,,,,0 / 0,180109,2018-11-09 17:08:59:093
-1.312,-9.893,-0.459,16,0,39.8,,,,NaN,,,,0 / 0,180209,2018-11-09 17:08:59:193
-1.216,-9.337,-0.344,24,0,39.8,,,,NaN,,,,0 / 0,180309,2018-11-09 17:08:59:293
-0.794,-9.72,-0.679,29,0,46.68,,,,NaN,,,,0 / 0,180409,2018-11-09 17:08:59:393
-1.379,-9.567,-0.622,11,0,46.68,,,,NaN,,,,0 / 0,180509,2018-11-09 17:08:59:493
-0.756,-9.471,-0.66,7,0,46.68,,,,NaN,,,,0 / 0,180610,2018-11-09 17:08:59:594
-0.718,-9.443,-0.612,12,0,38.11,,,,NaN,,,,0 / 0,180709,2018-11-09 17:08:59:693
-0.89,-9.663,-0.086,4,0,38.11,,,,NaN,,,,0 / 0,180809,2018-11-09 17:08:59:793
-1.426,-9.443,-0.498,0,0,38.11,,,,NaN,,,,0 / 0,180909,2018-11-09 17:08:59:893
-1.024,-9.586,-0.421,9,0,33.92,,,,NaN,,,,0 / 0,181009,2018-11-09 17:08:59:993
-1.187,-9.739,-0.277,19,0,33.92,,,,NaN,,,,0 / 0,181109,2018-11-09 17:09:00:093
-1.149,-9.548,-0.593,16,0,33.92,,,,NaN,,,,0 / 0,181209,2018-11-09 17:09:00:193
-1.12,-9.701,-0.488,20,0,40.64,,,,NaN,,,,0 / 0,181309,2018-11-09 17:09:00:293
-0.948,-9.452,-0.249,15,0,40.64,,,,NaN,,,,0 / 0,181409,2018-11-09 17:09:00:393
-1.139,-9.452,-0.095,17,0,40.64,,,,NaN,,,,0 / 0,181509,2018-11-09 17:09:00:493
-0.881,-9.49,0.019,11,0,43.94,,,,NaN,,,,0 / 0,181609,2018-11-09 17:09:00:593
-1.704,-9.826,0.047,18,0,43.94,,,,NaN,,,,0 / 0,181709,2018-11-09 17:09:00:693
-2.375,-9.759,1.455,12,0,43.94,,,,NaN,,,,0 / 0,181809,2018-11-09 17:09:00:793
-1.944,-8.456,6.301,17,0,38.47,,,,NaN,,,,0 / 0,181909,2018-11-09 17:09:00:893
-1.264,-6.828,3.217,21,0,38.47,,,,NaN,,,,0 / 0,182009,2018-11-09 17:09:00:993
-0.833,-7.412,6.78,0,0,38.47,,,,NaN,,,,0 / 0,182109,2018-11-09 17:09:01:093
1.072,-5.842,8.705,10,0,51.79,,,,NaN,,,,0 / 0,182209,2018-11-09 17:09:01:193
-3.639,-5.889,12.258,2,0,51.79,,,,NaN,,,,0 / 0,182309,2018-11-09 17:09:01:293
-3.399,-7.47,12.479,17,0,51.79,,,,NaN,,,,0 / 0,182409,2018-11-09 17:09:01:393
-2.71,-7.364,10.831,11,0,58.36,,,,NaN,,,,0 / 0,182509,2018-11-09 17:09:01:493
-6.186,-11.502,6.234,12,0,58.36,,,,NaN,,,,0 / 0,182609,2018-11-09 17:09:01:593
4.558,-19.614,0.344,3,0,58.36,,,,NaN,,,,0 / 0,182709,2018-11-09 17:09:01:693
-9.059,0.277,5.688,7,0,62.52,,,,NaN,,,,0 / 0,182809,2018-11-09 17:09:01:793
4.865,0.229,-0.258,3,0,62.52,,,,NaN,,,,0 / 0,182909,2018-11-09 17:09:01:893
-2.25,0.181,1.474,28,0,62.52,,,,NaN,,,,0 / 0,183009,2018-11-09 17:09:01:993
-1.139,-5.698,14.241,2,0,60.59,,,,NaN,,,,0 / 0,183109,2018-11-09 17:09:02:093
-3.428,-17.966,-7.125,24,0,60.59,,,,NaN,,,,0 / 0,183209,2018-11-09 17:09:02:193
3.974,11.176,9.682,0,0,60.59,,,,NaN,,,,0 / 0,183309,2018-11-09 17:09:02:293
-1.484,-9.787,11.128,0,0,56.76,,,,NaN,,,,0 / 0,183410,2018-11-09 17:09:02:394
-4.453,-3.658,10.419,16,0,56.76,,,,NaN,,,,0 / 0,183509,2018-11-09 17:09:02:493
-5.353,-6.617,11.09,15,0,56.76,,,,NaN,,,,0 / 0,183609,2018-11-09 17:09:02:593
-5.775,-8.849,8.609,3,0,64.02,,,,NaN,,,,0 / 0,183709,2018-11-09 17:09:02:693
-4.539,-19.614,0.172,11,0,64.02,,,,NaN,,,,0 / 0,183809,2018-11-09 17:09:02:793
-12.823,3.313,8.523,17,0,64.02,,,,NaN,,,,0 / 0,183909,2018-11-09 17:09:02:893
5.008,2.432,-1.455,0,0,61.37,,,,NaN,,,,0 / 0,184009,2018-11-09 17:09:02:993
0.191,-3.083,0.411,12,0,61.37,,,,NaN,,,,0 / 0,184109,2018-11-09 17:09:03:093
-1.8,-1.187,2.126,10,0,61.37,,,,NaN,,,,0 / 0,184209,2018-11-09 17:09:03:193
-19.01,-19.614,4.922,18,0,60.35,,,,NaN,,,,0 / 0,184309,2018-11-09 17:09:03:293
-6.55,-10.439,0.354,9,0,60.35,,,,NaN,,,,0 / 0,184409,2018-11-09 17:09:03:393
-7.556,-2.614,11.837,17,0,60.35,,,,NaN,,,,0 / 0,184509,2018-11-09 17:09:03:493
-6.445,-4.788,12.603,12,0,60.35,,,,NaN,,,,0 / 0,184610,2018-11-09 17:09:03:594
-4.922,-2.26,11.674,9,0,61.37,,,,NaN,,,,0 / 0,184709,2018-11-09 17:09:03:693
-2.355,-4.031,10.659,8,0,61.37,,,,NaN,,,,0 / 0,184809,2018-11-09 17:09:03:793
-4.913,-9.27,4.97,31,0,61.37,,,,NaN,,,,0 / 0,184909,2018-11-09 17:09:03:893
0.9,-19.614,4.501,4,0,60.16,,,,NaN,,,,0 / 0,185008,2018-11-09 17:09:03:992
-12.977,-4.501,1.13,14,0,60.16,,,,NaN,,,,0 / 0,185108,2018-11-09 17:09:04:092
2.48,2.49,-2.461,3,0,60.16,,,,NaN,,,,0 / 0,185209,2018-11-09 17:09:04:193
-0.852,-1.417,2.624,7,0,60.28,,,,NaN,,,,0 / 0,185308,2018-11-09 17:09:04:292
-8.437,-3.878,-4.472,15,0,60.28,,,,NaN,,,,0 / 0,185408,2018-11-09 17:09:04:392
4.826,-19.614,-17.363,9,0,60.28,,,,NaN,,,,0 / 0,185508,2018-11-09 17:09:04:492
