ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
1.992,-15.725,2.106,21,0,57.06,,,,NaN,,,,0 / 0,185608,2018-11-09 17:09:04:592
1.522,-6.387,12.565,16,0,57.06,,,,NaN,,,,0 / 0,185709,2018-11-09 17:09:04:693
-7.163,-4.568,8.858,21,0,57.06,,,,NaN,,,,0 / 0,185809,2018-11-09 17:09:04:793
-5.411,-7.192,8.705,9,0,65.74,,,,NaN,,,,0 / 0,185909,2018-11-09 17:09:04:893
-8.188,-18.819,2.825,9,0,65.74,,,,NaN,,,,0 / 0,186009,2018-11-09 17:09:04:993
-2.643,-0.632,15.428,30,0,65.74,,,,NaN,,,,0 / 0,186109,2018-11-09 17:09:05:093
1.369,-1.101,-1.848,21,0,60.95,,,,NaN,,,,0 / 0,186209,2018-11-09 17:09:05:193
-0.143,-1.072,0.143,28,0,60.95,,,,NaN,,,,0 / 0,186309,2018-11-09 17:09:05:293
-1.752,-0.756,4.031,3,0,60.95,,,,NaN,,,,0 / 0,186409,2018-11-09 17:09:05:393
-2.423,-19.614,10.218,12,0,64.44,,,,NaN,,,,0 / 0,186509,2018-11-09 17:09:05:493
-2.078,-17.717,-1.503,16,0,64.44,,,,NaN,,,,0 / 0,186609,2018-11-09 17:09:05:593
-4.558,2.767,10.314,11,0,64.44,,,,NaN,,,,0 / 0,186709,2018-11-09 17:09:05:693
0.976,-6.972,14.135,26,0,53.64,,,,NaN,,,,0 / 0,186809,2018-11-09 17:09:05:793
-4.951,-5.334,11.128,5,0,53.64,,,,NaN,,,,0 / 0,186909,2018-11-09 17:09:05:893
-5.899,-8.59,10.803,6,0,53.64,,,,NaN,,,,0 / 0,187009,2018-11-09 17:09:05:993
-10.343,-13.982,1.369,18,0,61.38,,,,NaN,,,,0 / 0,187109,2018-11-09 17:09:06:093
8.111,-19.614,5.142,6,0,61.38,,,,NaN,,,,0 / 0,187209,2018-11-09 17:09:06:193
-1.455,2.748,1.436,7,0,61.38,,,,NaN,,,,0 / 0,187309,2018-11-09 17:09:06:293
3.735,-2.662,3.399,15,0,59.58,,,,NaN,,,,0 / 0,187409,2018-11-09 17:09:06:393
0.335,-0.689,2.336,17,0,59.58,,,,NaN,,,,0 / 0,187509,2018-11-09 17:09:06:493
-4.616,-12.067,6.301,5,0,59.58,,,,NaN,,,,0 / 0,187609,2018-11-09 17:09:06:593
-3.38,-8.609,-0.019,0,0,63.1,,,,NaN,,,,0 / 0,187709,2018-11-09 17:09:06:693
-7.173,-11.147,7.843,3,0,63.1,,,,NaN,,,,0 / 0,187809,2018-11-09 17:09:06:793
2.672,-4.127,10.984,0,0,63.1,,,,NaN,,,,0 / 0,187909,2018-11-09 17:09:06:893
-5.985,-3.486,10.237,10,0,64.51,,,,NaN,,,,0 / 0,188009,2018-11-09 17:09:06:993
-5.842,-5.411,10.525,0,0,64.51,,,,NaN,,,,0 / 0,188109,2018-11-09 17:09:07:093
-6.071,-10.668,9.289,3,0,64.51,,,,NaN,,,,0 / 0,188209,2018-11-09 17:09:07:193
-6.962,-19.479,2.451,11,0,64.02,,,,NaN,,,,0 / 0,188309,2018-11-09 17:09:07:293
-7.556,1.963,4.482,7,0,64.02,,,,NaN,,,,0 / 0,188409,2018-11-09 17:09:07:393
-0.296,2.739,-4.654,24,0,64.02,,,,NaN,,,,0 / 0,188509,2018-11-09 17:09:07:493
2.748,-3.821,2.03,0,0,60.22,,,,NaN,,,,0 / 0,188609,2018-11-09 17:09:07:593
-5.899,-1.79,2.135,6,0,60.22,,,,NaN,,,,0 / 0,188709,2018-11-09 17:09:07:693
-3.112,-19.614,19.307,13,0,60.22,,,,NaN,,,,0 / 0,188809,2018-11-09 17:09:07:793
-5.842,10.065,0.555,15,0,57.29,,,,NaN,,,,0 / 0,188909,2018-11-09 17:09:07:893
-7.642,6.541,7.881,15,0,57.29,,,,NaN,,,,0 / 0,189009,2018-11-09 17:09:07:993
-10.103,-2.547,11.923,16,0,57.29,,,,NaN,,,,0 / 0,189109,2018-11-09 17:09:08:093
-4.597,-6.091,12.076,18,0,65.14,,,,NaN,,,,0 / 0,189209,2018-11-09 17:09:08:193
-4.855,-5.171,8.734,9,0,65.14,,,,NaN,,,,0 / 0,189309,2018-11-09 17:09:08:293
-8.782,-14.854,3.61,2,0,65.14,,,,NaN,,,,0 / 0,189409,2018-11-09 17:09:08:393
8.169,-11.233,9.107,5,0,61.82,,,,NaN,,,,0 / 0,189508,2018-11-09 17:09:08:492
-8.207,-1.235,-1.283,18,0,61.82,,,,NaN,,,,0 / 0,189608,2018-11-09 17:09:08:592
3.361,1.561,1.158,13,0,61.82,,,,NaN,,,,0 / 0,189708,2018-11-09 17:09:08:692
-3.371,-0.718,0.66,9,0,61.97,,,,NaN,,,,0 / 0,189808,2018-11-09 17:09:08:792
-13.819,-10.247,-5.497,4,0,61.97,,,,NaN,,,,0 / 0,189908,2018-11-09 17:09:08:892
-9.826,-7.824,5.545,19,0,61.97,,,,NaN,,,,0 / 0,190008,2018-11-09 17:09:08:992
-2.221,-10.735,12.89,7,0,57.54,,,,NaN,,,,0 / 0,190108,2018-11-09 17:09:09:092
-2.633,-7.326,15.045,8,0,57.54,,,,NaN,,,,0 / 0,190208,2018-11-09 17:09:09:192
-4.941,-6.646,9.146,18,0,57.54,,,,NaN,,,,0 / 0,190308,2018-11-09 17:09:09:292
-6.55,-10.764,10.515,26,0,62.71,,,,NaN,,,,0 / 0,190409,2018-11-09 17:09:09:393
-5.181,-19.479,2.451,12,0,62.71,,,,NaN,,,,0 / 0,190508,2018-11-09 17:09:09:492
-7.451,1.867,-2.394,15,0,62.71,,,,NaN,,,,0 / 0,190609,2018-11-09 17:09:09:593
0.996,1.187,-4.922,5,0,54.57,,,,NaN,,,,0 / 0,190708,2018-11-09 17:09:09:692
0.833,-2.528,-0.545,3,0,54.57,,,,NaN,,,,0 / 0,190808,2018-11-09 17:09:09:792
-1.024,-2.269,4.472,21,0,54.57,,,,NaN,,,,0 / 0,190908,2018-11-09 17:09:09:892
5.64,-19.614,18.263,12,0,60.87,,,,NaN,,,,0 / 0,191008,2018-11-09 17:09:09:992
-5.075,-3.984,10.908,0,0,60.87,,,,NaN,,,,0 / 0,191109,2018-11-09 17:09:10:093
-4.233,3.725,11.205,20,0,60.87,,,,NaN,,,,0 / 0,191209,2018-11-09 17:09:10:193
-7.326,-4.079,10.439,5,0,61.3,,,,NaN,,,,0 / 0,191309,2018-11-09 17:09:10:293
-4.788,-5.439,10.774,23,0,61.3,,,,NaN,,,,0 / 0,191409,2018-11-09 17:09:10:393
-4.031,-8.121,10.065,24,0,61.3,,,,NaN,,,,0 / 0,191509,2018-11-09 17:09:10:493
-8.839,-18.206,0.229,6,0,60.15,,,,NaN,,,,0 / 0,191609,2018-11-09 17:09:10:593
-1.771,-2.001,16.913,8,0,60.15,,,,NaN,,,,0 / 0,191709,2018-11-09 17:09:10:693
-1.532,2.011,-5.181,5,0,60.15,,,,NaN,,,,0 / 0,191809,2018-11-09 17:09:10:793
1.771,-2.518,-2.02,22,0,58.66,,,,NaN,,,,0 / 0,191909,2018-11-09 17:09:10:893
0.038,-0.047,3.332,2,0,58.66,,,,NaN,,,,0 / 0,192009,2018-11-09 17:09:10:993
3.945,-19.614,2.317,34,0,58.66,,,,NaN,,,,0 / 0,192109,2018-11-09 17:09:11:093
-13.561,1.407,5.947,18,0,59.28,,,,NaN,,,,0 / 0,192209,2018-11-09 17:09:11:193
2.394,-9.625,7.594,7,0,59.28,,,,NaN,,,,0 / 0,192309,2018-11-09 17:09:11:293
-1.149,-5.88,13.657,6,0,59.28,,,,NaN,,,,0 / 0,192409,2018-11-09 17:09:11:393
-5.353,-6.043,12.115,6,0,67.22,,,,NaN,,,,0 / 0,192509,2018-11-09 17:09:11:493
-4.865,-7.058,9.452,13,0,67.22,,,,NaN,,,,0 / 0,192609,2018-11-09 17:09:11:593
-7.786,-11.961,5.248,0,0,67.22,,,,NaN,,,,0 / 0,192709,2018-11-09 17:09:11:693
6.838,-19.614,1.685,6,0,56.67,,,,NaN,,,,0 / 0,192809,2018-11-09 17:09:11:793
-8.523,-0.517,-0.545,3,0,56.67,,,,NaN,,,,0 / 0,192909,2018-11-09 17:09:11:893
4.874,2.537,-1.513,7,0,56.67,,,,NaN,,,,0 / 0,193009,2018-11-09 17:09:11:993
-2.336,-1.838,-0.047,17,0,56.67,,,,NaN,,,,0 / 0,193109,2018-11-09 17:09:12:093
-8.782,-8.408,-3.907,11,0,64.31,,,,NaN,,,,0 / 0,193209,2018-11-09 17:09:12:193
-3.524,-19.614,-18.713,8,0,64.31,,,,NaN,,,,0 / 0,193308,2018-11-09 17:09:12:292
-1.963,-6.608,18.857,15,0,64.31,,,,NaN,,,,0 / 0,193408,2018-11-09 17:09:12:392
-4.29,-3.543,8.025,12,0,54.17,,,,NaN,,,,0 / 0,193508,2018-11-09 17:09:12:492
-7.029,-3.715,18.79,4,0,54.17,,,,NaN,,,,0 / 0,193609,2018-11-09 17:09:12:593
-5.277,-4.97,10.439,1,0,54.17,,,,NaN,,,,0 / 0,193708,2018-11-09 17:09:12:692
-3.735,-6.646,9.979,22,0,65.71,,,,NaN,,,,0 / 0,193808,2018-11-09 17:09:12:792
-9.529,-11.559,4.07,18,0,65.71,,,,NaN,,,,0 / 0,193908,2018-11-09 17:09:12:892
5.257,-16.348,1.58,20,0,65.71,,,,NaN,,,,0 / 0,194008,2018-11-09 17:09:12:992
-8.456,0.296,0.086,7,0,56.43,,,,NaN,,,,0 / 0,194109,2018-11-09 17:09:13:093
4.415,0.66,-2.604,16,0,56.43,,,,NaN,,,,0 / 0,194209,2018-11-09 17:09:13:193
-1.216,-1.455,1.407,20,0,56.43,,,,NaN,,,,0 / 0,194308,2018-11-09 17:09:13:292
-11.013,-19.614,8.954,6,0,61.02,,,,NaN,,,,0 / 0,194408,2018-11-09 17:09:13:392
-7.719,-1.915,0.727,0,0,61.02,,,,NaN,,,,0 / 0,194508,2018-11-09 17:09:13:492
-7.211,-14.681,9.088,8,0,61.02,,,,NaN,,,,0 / 0,194608,2018-11-09 17:09:13:592
-2.834,-4.75,11.166,11,0,55.59,,,,NaN,,,,0 / 0,194708,2018-11-09 17:09:13:692
-6.885,-4.415,12.048,15,0,55.59,,,,NaN,,,,0 / 0,194808,2018-11-09 17:09:13:792
-5.401,-5.851,9.404,5,0,55.59,,,,NaN,,,,0 / 0,194908,2018-11-09 17:09:13:892
-4.405,-7.383,8.284,18,0,63.52,,,,NaN,,,,0 / 0,195008,2018-11-09 17:09:13:992
-9.73,-14.605,2.288,12,0,63.52,,,,NaN,,,,0 / 0,195109,2018-11-09 17:09:14:093
3.84,-10.774,7.757,2,0,63.52,,,,NaN,,,,0 / 0,195209,2018-11-09 17:09:14:193
-8.092,2.193,-0.881,10,0,54.47,,,,NaN,,,,0 / 0,195309,2018-11-09 17:09:14:293
3.802,-2.614,1.139,12,0,54.47,,,,NaN,,,,0 / 0,195409,2018-11-09 17:09:14:393
1.005,-2.681,3.696,17,0,54.47,,,,NaN,,,,0 / 0,195509,2018-11-09 17:09:14:493
4.395,-11.837,-2.748,13,0,60.95,,,,NaN,,,,0 / 0,195609,2018-11-09 17:09:14:593
-2.892,-0.373,0.565,5,0,60.95,,,,NaN,,,,0 / 0,195709,2018-11-09 17:09:14:693
-6.416,-7.498,10.4,7,0,60.95,,,,NaN,,,,0 / 0,195809,2018-11-09 17:09:14:793
-8.571,-1.321,10.515,16,0,57.04,,,,NaN,,,,0 / 0,195909,2018-11-09 17:09:14:893
-8.418,-3.265,10.132,0,0,57.04,,,,NaN,,,,0 / 0,196009,2018-11-09 17:09:14:993
-4.836,-6.11,7.451,11,0,57.04,,,,NaN,,,,0 / 0,196109,2018-11-09 17:09:15:093
-7.575,-9.787,6.148,19,0,66.19,,,,NaN,,,,0 / 0,196209,2018-11-09 17:09:15:193
-0.459,-15.438,2.001,3,0,66.19,,,,NaN,,,,0 / 0,196309,2018-11-09 17:09:15:293
-6.502,1.877,2.643,16,0,66.19,,,,NaN,,,,0 / 0,196409,2018-11-09 17:09:15:393
-0.047,0.708,-2.518,15,0,61.38,,,,NaN,,,,0 / 0,196509,2018-11-09 17:09:15:493
0.191,-3.399,-5.506,18,0,61.38,,,,NaN,,,,0 / 0,196609,2018-11-09 17:09:15:593
-12.622,-2.595,-5.296,13,0,61.38,,,,NaN,,,,0 / 0,196709,2018-11-09 17:09:15:693
-12.402,-10.506,7.383,13,0,62.54,,,,NaN,,,,0 / 0,196809,2018-11-09 17:09:15:793
-3.217,-19.518,19.221,4,0,62.54,,,,NaN,,,,0 / 0,196909,2018-11-09 17:09:15:893
-1.139,-7.355,12.929,23,0,62.54,,,,NaN,,,,0 / 0,197009,2018-11-09 17:09:15:993
-6.033,-3.275,12.421,18,0,63.11,,,,NaN,,,,0 / 0,197109,2018-11-09 17:09:16:093
-5.391,-5.564,10.841,13,0,63.11,,,,NaN,,,,0 / 0,197209,2018-11-09 17:09:16:193
-4.778,-6.215,9.347,14,0,63.11,,,,NaN,,,,0 / 0,197309,2018-11-09 17:09:16:293
-9.184,-13.915,1.637,15,0,61.85,,,,NaN,,,,0 / 0,197409,2018-11-09 17:09:16:393
6.876,-14.289,5.516,4,0,61.85,,,,NaN,,,,0 / 0,197509,2018-11-09 17:09:16:493
-11.904,0.335,-0.545,16,0,61.85,,,,NaN,,,,0 / 0,197609,2018-11-09 17:09:16:593
4.836,-0.038,0.21,0,0,59.3,,,,NaN,,,,0 / 0,197709,2018-11-09 17:09:16:693
-1.053,-1.81,-0.402,11,0,59.3,,,,NaN,,,,0 / 0,197809,2018-11-09 17:09:16:793
6.071,-19.614,4.309,5,0,59.3,,,,NaN,,,,0 / 0,197909,2018-11-09 17:09:16:893
-5.593,6.876,-1.149,24,0,57.69,,,,NaN,,,,0 / 0,198009,2018-11-09 17:09:16:993
0.727,-2.336,8.265,18,0,57.69,,,,NaN,,,,0 / 0,198109,2018-11-09 17:09:17:093
-3.974,-4.51,12.392,14,0,57.69,,,,NaN,,,,0 / 0,198209,2018-11-09 17:09:17:193
-6.081,-3.773,11.933,24,0,64.81,,,,NaN,,,,0 / 0,198309,2018-11-09 17:09:17:293
-5.439,-5.286,10.18,2,0,64.81,,,,NaN,,,,0 / 0,198409,2018-11-09 17:09:17:393
-5.784,-5.564,8.906,13,0,64.81,,,,NaN,,,,0 / 0,198509,2018-11-09 17:09:17:493
-6.071,-16.329,1.321,32,0,61.78,,,,NaN,,,,0 / 0,198610,2018-11-09 17:09:17:594
3.447,-8.676,9.002,27,0,61.78,,,,NaN,,,,0 / 0,198709,2018-11-09 17:09:17:693
-9.395,-0.814,1.58,17,0,61.78,,,,NaN,,,,0 / 0,198809,2018-11-09 17:09:17:793
2.327,-0.766,2.882,14,0,61.78,,,,NaN,,,,0 / 0,198909,2018-11-09 17:09:17:893
-7.977,-4.836,8.198,20,0,59.86,,,,NaN,,,,0 / 0,199009,2018-11-09 17:09:17:993
-8.418,-19.614,19.307,18,0,59.86,,,,NaN,,,,0 / 0,199109,2018-11-09 17:09:18:093
1.331,-1.12,11.233,24,0,59.86,,,,NaN,,,,0 / 0,199209,2018-11-09 17:09:18:193
-3.878,-2.652,8.59,12,0,54.78,,,,NaN,,,,0 / 0,199309,2018-11-09 17:09:18:293
-6.196,-1.992,12.153,13,0,54.78,,,,NaN,,,,0 / 0,199409,2018-11-09 17:09:18:393
-5.593,-4.874,11.971,6,0,54.78,,,,NaN,,,,0 / 0,199509,2018-11-09 17:09:18:493
-4.884,-6.368,9.069,19,0,65.07,,,,NaN,,,,0 / 0,199609,2018-11-09 17:09:18:593
-5.755,-8.236,7.843,28,0,65.07,,,,NaN,,,,0 / 0,199709,2018-11-09 17:09:18:693
-3.715,-18.474,0.287,19,0,65.07,,,,NaN,,,,0 / 0,199809,2018-11-09 17:09:18:793
-4.568,1.34,7.575,9,0,57.52,,,,NaN,,,,0 / 0,199909,2018-11-09 17:09:18:893
-0.756,1.58,-3.562,20,0,57.52,,,,NaN,,,,0 / 0,200009,2018-11-09 17:09:18:993
2.193,-4.903,0.928,16,0,57.52,,,,NaN,,,,0 / 0,200108,2018-11-09 17:09:19:092
-7.154,-0.842,8.542,3,0,60.31,,,,NaN,,,,0 / 0,200208,2018-11-09 17:09:19:192
14.097,-19.614,-19.604,17,0,60.31,,,,NaN,,,,0 / 0,200308,2018-11-09 17:09:19:292
-1.752,-6.809,12.584,10,0,60.31,,,,NaN,,,,0 / 0,200409,2018-11-09 17:09:19:393
-5.267,-3.984,8.868,14,0,57.07,,,,NaN,,,,0 / 0,200509,2018-11-09 17:09:19:493
-7.977,-2.901,10.85,24,0,57.07,,,,NaN,,,,0 / 0,200608,2018-11-09 17:09:19:592
-4.941,-5.296,9.337,24,0,57.07,,,,NaN,,,,0 / 0,200708,2018-11-09 17:09:19:692
-7.067,-5.736,9.557,22,0,68.37,,,,NaN,,,,0 / 0,200808,2018-11-09 17:09:19:792
-6.32,-17.401,0.612,24,0,68.37,,,,NaN,,,,0 / 0,200910,2018-11-09 17:09:19:894
1.11,-4.051,16.836,0,0,68.37,,,,NaN,,,,0 / 0,201009,2018-11-09 17:09:19:993
-3.533,0.814,-2.078,10,0,58.19,,,,NaN,,,,0 / 0,201109,2018-11-09 17:09:20:093
4.395,-1.388,-3.648,23,0,58.19,,,,NaN,,,,0 / 0,201209,2018-11-09 17:09:20:193
-1.264,-2.26,9.002,8,0,58.19,,,,NaN,,,,0 / 0,201308,2018-11-09 17:09:20:292
-0.861,-19.614,8.763,19,0,63.67,,,,NaN,,,,0 / 0,201408,2018-11-09 17:09:20:392
1.896,-16.089,-1.359,17,0,63.67,,,,NaN,,,,0 / 0,201508,2018-11-09 17:09:20:492
-2.7,4.96,10.19,13,0,63.67,,,,NaN,,,,0 / 0,201608,2018-11-09 17:09:20:592
-0.584,-6.914,9.165,15,0,62.56,,,,NaN,,,,0 / 0,201708,2018-11-09 17:09:20:692
-4.099,-7.039,11.147,10,0,62.56,,,,NaN,,,,0 / 0,201808,2018-11-09 17:09:20:792
-2.26,-7.642,11.569,6,0,62.56,,,,NaN,,,,0 / 0,201908,2018-11-09 17:09:20:892
-5.813,-8.667,7.106,23,0,63.71,,,,NaN,,,,0 / 0,202009,2018-11-09 17:09:20:993
-3.581,-18.886,1.541,4,0,63.71,,,,NaN,,,,0 / 0,202108,2018-11-09 17:09:21:092
-4.137,0.143,5.554,4,0,63.71,,,,NaN,,,,0 / 0,202209,2018-11-09 17:09:21:193
1.149,1.398,-2.7,5,0,57.73,,,,NaN,,,,0 / 0,202309,2018-11-09 17:09:21:293
0.526,-3.945,-0.948,17,0,57.73,,,,NaN,,,,0 / 0,202409,2018-11-09 17:09:21:393
-1.532,-2.288,8.485,0,0,57.73,,,,NaN,,,,0 / 0,202509,2018-11-09 17:09:21:493
-11.233,-14.825,14.835,10,0,56.91,,,,NaN,,,,0 / 0,202609,2018-11-09 17:09:21:593
-3.725,-0.363,12.277,11,0,56.91,,,,NaN,,,,0 / 0,202709,2018-11-09 17:09:21:693
-2.537,-2.557,12.258,19,0,56.91,,,,NaN,,,,0 / 0,202809,2018-11-09 17:09:21:793
-8.111,-2.997,10.678,21,0,64.97,,,,NaN,,,,0 / 0,202909,2018-11-09 17:09:21:893
-5.449,-5.679,10.458,29,0,64.97,,,,NaN,,,,0 / 0,203009,2018-11-09 17:09:21:993
-4.846,-7.307,8.753,20,0,64.97,,,,NaN,,,,0 / 0,203109,2018-11-09 17:09:22:093
-8.466,-12.057,2.423,12,0,62.45,,,,NaN,,,,0 / 0,203209,2018-11-09 17:09:22:193
1.905,-11.923,9.49,8,0,62.45,,,,NaN,,,,0 / 0,203309,2018-11-09 17:09:22:293
-7.211,1.676,-2.509,4,0,62.45,,,,NaN,,,,0 / 0,203409,2018-11-09 17:09:22:393
2.643,0.057,1.733,19,0,58.33,,,,NaN,,,,0 / 0,203509,2018-11-09 17:09:22:493
-1.187,-0.909,5.516,19,0,58.33,,,,NaN,,,,0 / 0,203609,2018-11-09 17:09:22:593
2.509,-19.614,-7.249,23,0,58.33,,,,NaN,,,,0 / 0,203709,2018-11-09 17:09:22:693
-6.771,-12.593,6.349,2,0,55.31,,,,NaN,,,,0 / 0,203809,2018-11-09 17:09:22:793
-2.652,-4.443,11.157,3,0,55.31,,,,NaN,,,,0 / 0,203909,2018-11-09 17:09:22:893
-4.836,-0.641,11.559,10,0,55.31,,,,NaN,,,,0 / 0,204010,2018-11-09 17:09:22:994
-7.374,-2.499,11.99,20,0,64.02,,,,NaN,,,,0 / 0,204109,2018-11-09 17:09:23:093
-4.587,-4.118,10.295,4,0,64.02,,,,NaN,,,,0 / 0,204209,2018-11-09 17:09:23:193
-4.635,-6.349,9.902,3,0,64.02,,,,NaN,,,,0 / 0,204309,2018-11-09 17:09:23:293
-6.905,-16.223,1.283,0,0,52.72,,,,NaN,,,,0 / 0,204409,2018-11-09 17:09:23:393
5.037,-13.206,16.07,1,0,52.72,,,,NaN,,,,0 / 0,204509,2018-11-09 17:09:23:493
-3.773,0.21,-2.202,12,0,52.72,,,,NaN,,,,0 / 0,204609,2018-11-09 17:09:23:593
2.442,2.059,-1.015,16,0,52.72,,,,NaN,,,,0 / 0,204709,2018-11-09 17:09:23:693
-7.508,-3.533,14.796,6,0,60.83,,,,NaN,,,,0 / 0,204809,2018-11-09 17:09:23:793
-8.006,-13.609,-0.574,15,0,60.83,,,,NaN,,,,0 / 0,204909,2018-11-09 17:09:23:893
2.719,-11.109,0.287,10,0,60.83,,,,NaN,,,,0 / 0,205009,2018-11-09 17:09:23:993
-2.26,-7.728,3.974,7,0,52.44,,,,NaN,,,,0 / 0,205109,2018-11-09 17:09:24:093
-5.305,-15.859,4.156,12,0,52.44,,,,NaN,,,,0 / 0,205209,2018-11-09 17:09:24:193
2.106,-9.586,-4.482,23,0,52.44,,,,NaN,,,,0 / 0,205309,2018-11-09 17:09:24:293
-4.501,-9.165,1.685,7,0,62.39,,,,NaN,,,,0 / 0,205409,2018-11-09 17:09:24:393
0.335,-10.285,-1.082,14,0,62.39,,,,NaN,,,,0 / 0,205509,2018-11-09 17:09:24:493
-1.292,-9.366,-1.58,0,0,62.39,,,,NaN,,,,0 / 0,205609,2018-11-09 17:09:24:593
-1.101,-9.787,-0.766,15,0,55.47,,,,NaN,,,,0 / 0,205709,2018-11-09 17:09:24:693
-1.072,-9.27,-1.628,25,0,55.47,,,,NaN,,,,0 / 0,205809,2018-11-09 17:09:24:793
-1.666,-9.787,-0.823,3,0,55.47,,,,NaN,,,,0 / 0,205909,2018-11-09 17:09:24:893
-1.235,-9.395,-1.177,26,0,38.85,,,,NaN,,,,0 / 0,206009,2018-11-09 17:09:24:993
-0.325,-10.381,-0.143,16,0,38.85,,,,NaN,,,,0 / 0,206109,2018-11-09 17:09:25:093
-0.957,-8.657,-0.019,18,0,38.85,,,,NaN,,,,0 / 0,206210,2018-11-09 17:09:25:194
-1.379,-9.826,-1.225,22,0,50.22,,,,NaN,,,,0 / 0,206309,2018-11-09 17:09:25:293
-1.034,-11.511,2.049,6,0,50.22,,,,NaN,,,,0 / 0,206409,2018-11-09 17:09:25:393
-3.486,-8.399,2.25,3,0,50.22,,,,NaN,,,,0 / 0,206509,2018-11-09 17:09:25:493
0.239,-10.908,0.086,7,0,59.96,,,,NaN,,,,0 / 0,206609,2018-11-09 17:09:25:593
-3.189,-6.014,-2.078,4,0,59.96,,,,NaN,,,,0 / 0,206709,2018-11-09 17:09:25:693
-2.212,-9.356,-1.618,12,0,59.96,,,,NaN,,,,0 / 0,206809,2018-11-09 17:09:25:793
-1.608,-10.889,-1.877,6,0,63.32,,,,NaN,,,,0 / 0,206909,2018-11-09 17:09:25:893
1.79,-11.166,0.612,18,0,63.32,,,,NaN,,,,0 / 0,207009,2018-11-09 17:09:25:993
-1.005,-9.682,-0.124,7,0,63.32,,,,NaN,,,,0 / 0,207110,2018-11-09 17:09:26:094
-2.576,-6.991,-0.201,21,0,58.53,,,,NaN,,,,0 / 0,207209,2018-11-09 17:09:26:193
-1.312,-8.006,0.488,2,0,58.53,,,,NaN,,,,0 / 0,207309,2018-11-09 17:09:26:293
-2.346,-12.048,0.402,15,0,58.53,,,,NaN,,,,0 / 0,207409,2018-11-09 17:09:26:393
0.651,-14.25,-2.355,12,0,57.51,,,,NaN,,,,0 / 0,207509,2018-11-09 17:09:26:493
0.162,-9.328,-0.229,4,0,57.51,,,,NaN,,,,0 / 0,207609,2018-11-09 17:09:26:593
-2.557,-15.045,-0.201,3,0,57.51,,,,NaN,,,,0 / 0,207709,2018-11-09 17:09:26:693
-1.676,-10.199,1.513,16,0,53.02,,,,NaN,,,,0 / 0,207809,2018-11-09 17:09:26:793
1.886,-10.534,-5.458,10,0,53.02,,,,NaN,,,,0 / 0,207909,2018-11-09 17:09:26:893
6.407,-8.878,3.074,248,0,53.02,,,,NaN,,,,0 / 0,208009,2018-11-09 17:09:26:993
2.202,-11.444,3.122,248,1,64.15,,,,NaN,,,,0 / 0,208109,2018-11-09 17:09:27:093
4.759,-10.783,3.112,616,1,64.15,,,,NaN,,,,0 / 0,208209,2018-11-09 17:09:27:193
1.302,-6.483,3.361,486,1,64.15,,,,NaN,,,,0 / 0,208309,2018-11-09 17:09:27:293
2.509,-3.878,6.646,599,1,38.52,,,,NaN,,,,0 / 0,208409,2018-11-09 17:09:27:393
2.7,-2.796,11.128,817,1,38.52,,,,NaN,,,,0 / 0,208509,2018-11-09 17:09:27:493
3.438,2.03,7.173,5175,1,38.52,,,,NaN,,,,0 / 0,208609,2018-11-09 17:09:27:593
-0.114,1.465,9.395,9988,1,40.14,,,,NaN,,,,0 / 0,208709,2018-11-09 17:09:27:693
-1.676,1.225,9.414,9780,1,40.14,,,,NaN,,,,0 / 0,208809,2018-11-09 17:09:27:793
-1.915,1.043,10.429,9636,1,40.14,,,,NaN,,,,0 / 0,208909,2018-11-09 17:09:27:893
-1.522,1.168,10.621,9694,1,40.18,,,,NaN,,,,0 / 0,209009,2018-11-09 17:09:27:993
-1.407,0.737,10.534,9594,1,40.18,,,,NaN,,,,0 / 0,209109,2018-11-09 17:09:28:093
-0.632,1.225,10.266,9574,1,40.18,,,,NaN,,,,0 / 0,209209,2018-11-09 17:09:28:193
-0.325,1.11,9.672,9584,1,33.99,,,,NaN,,,,0 / 0,209309,2018-11-09 17:09:28:293
-0.143,1.197,9.366,9570,1,33.99,,,,NaN,,,,0 / 0,209409,2018-11-09 17:09:28:393
0.047,1.532,9.136,9595,1,33.99,,,,NaN,,,,0 / 0,209509,2018-11-09 17:09:28:493
-0.124,1.197,10.266,9608,1,32.09,,,,NaN,,,,0 / 0,209609,2018-11-09 17:09:28:593
-0.009,1.379,9.778,9510,1,32.09,,,,NaN,,,,0 / 0,209709,2018-11-09 17:09:28:693
-0.718,1.608,10.467,9407,1,32.09,,,,NaN,,,,0 / 0,209809,2018-11-09 17:09:28:793
-0.804,1.379,10.113,9467,1,28.78,,,,NaN,,,,0 / 0,209909,2018-11-09 17:09:28:893
-0.727,1.388,9.251,9446,1,28.78,,,,NaN,,,,0 / 0,210009,2018-11-09 17:09:28:993
-0.507,1.292,9.663,9418,1,28.78,,,,NaN,,,,0 / 0,210109,2018-11-09 17:09:29:093
-0.335,1.58,9.51,9419,1,28.78,,,,NaN,,,,0 / 0,210209,2018-11-09 17:09:29:193
